title,link,summary,date
Cardiff Hundred team may drop 'Welsh' from name in favour of 'Western Fire',https://www.espncricinfo.com/story/cardiff-hundred-team-may-drop-welsh-from-name-in-favour-of-western-fire-1196153,"ECB's legal partner applies to trademark name, along with ""Northern Superchargers""",30-Jul-2019
Zimbabwe players ready to 'play for free but to be paid late',https://www.espncricinfo.com/story/zimbabwe-players-ready-to-play-for-free-but-to-be-paid-late-1196157,The focus of the cricketers is to participate in the upcoming women's and men's T20 World Cup qualifiers,30-Jul-2019
'There will be more on the line' - captains welcome World Test Championship,https://www.espncricinfo.com/story/there-will-be-more-on-the-line-captains-welcome-world-test-championship-1196152,"We have longed to have something to play for that gives proper context to Test cricket, says Faf du Plessis of the competition",30-Jul-2019
"Michael Gough, Joel Wilson added to ICC Elite umpires panel; S Ravi omitted",https://www.espncricinfo.com/story/michael-gough-joel-wilson-added-to-icc-elite-umpires-panel-s-ravi-omitted-1196150,"The pair, who officiated in the recent World Cup, replaced Ian Gould and Ravi on the Elite Panel",30-Jul-2019
Ousted ZC board labels come-to-work order 'reckless and inappropriate',https://www.espncricinfo.com/story/ousted-zc-board-labels-come-to-work-order-reckless-and-inappropriate-1196090,"On Monday, the interim committee running ZC had issued a statement instructing all employees, other than those suspended, to report for work or face consequences",30-Jul-2019
"James Pattinson, Usman Khawaja in line to play first Ashes Test",https://www.espncricinfo.com/story/james-pattinson-usman-khawaja-in-line-to-play-first-ashes-test-1196052,"Bancroft appears likely to partner Warner, with Wade looking set to bat No.6, while Hazlewood, Starc and Siddle are in a tussle for the last fast bowling spot",30-Jul-2019
Thilan Samaraweera to work with New Zealand Test team in Sri Lanka,https://www.espncricinfo.com/story/thilan-samaraweera-to-work-with-new-zealand-test-team-in-sri-lanka-1196056,"Samaraweera has played 81 Tests, averaging 48, and had also worked with the Sri Lankan support staff in 2018",30-Jul-2019
"India won't 'jump the gun' with Ajinkya Rahane, says Virat Kohli",https://www.espncricinfo.com/story/india-won-t-jump-the-gun-with-ajinkya-rahane-says-virat-kohli-1196053,"Rahane's lean patch over the last two years could happen to anyone, says Indian captain as he backs his deputy",30-Jul-2019
Travis Head softens approach for Ashes quest,https://www.espncricinfo.com/story/travis-head-softens-approach-for-ashes-quest-1196051,Australia's joint vice-captain knows that he will need to be patient and show a more measured approach to have success in English conditions,30-Jul-2019
No day-night Sheffield Shield games scheduled ahead of pink ball Tests,https://www.espncricinfo.com/story/no-day-night-sheffield-shield-games-scheduled-ahead-of-pink-ball-tests-1195990,Cricket Australia have scheduled Australia A to host day-night tour matches against Pakistan and England Lions,29-Jul-2019
Australia's men's one-day competition remains restricted by schedule crunch,https://www.espncricinfo.com/story/australia-s-men-s-one-day-competition-remains-restricted-by-schedule-crunch-1195987,More 50-over domestic games on major grounds in order to better replicate international conditions,29-Jul-2019
Joe Root set to return to No. 3 for first Ashes Test,https://www.espncricinfo.com/story/joe-root-set-to-return-to-no-3-for-first-ashes-test-1195997,England captain set to move up the order to support new opening combination of Burns and Roy,29-Jul-2019
'It's England v Australia but we'll still shake hands' - Bairstow on Warner friendship,https://www.espncricinfo.com/story/it-s-england-v-australia-but-we-ll-still-shake-hands-bairstow-on-warner-friendship-1196047,Previous alliances - and battles - put to one side for Ashes contest says England wicketkeeper,29-Jul-2019
'Amir could have managed those five years better' - Mickey Arthur,https://www.espncricinfo.com/story/amir-could-have-managed-those-five-years-better-mickey-arthur-1196040,The Pakistan coach believes Amir could have managed his workload better had he looked after his body during the banned period,29-Jul-2019
England could have stand-in captain and coach for New Zealand tour - Ashley Giles,https://www.espncricinfo.com/story/england-could-have-stand-in-captain-and-coach-for-new-zealand-tour-ashley-giles-1196043,"Two-Test tour falls outside of World Test Championship, and therefore offers a chance to avoid player burn-our",29-Jul-2019
England to prioritise red-ball cricket after World Cup focus - Giles,https://www.espncricinfo.com/story/england-to-prioritise-red-ball-cricket-after-world-cup-focus-giles-1196025,"Test side has ""suffered a bit"" due to white-ball emphasis, admits Giles, and red-ball stars might be afforded fewer IPL opportunities",29-Jul-2019
'Will be very happy if Shastri continues as coach' - Kohli,https://www.espncricinfo.com/story/will-be-very-happy-if-ravi-shastri-continues-as-coach-virat-kohli-1196024,"A new CAC comprising Kapil Dev, Anshuman Gaekwad and Shanta Rangaswamy is expected to announce the next coach by mid-August",29-Jul-2019
James Anderson the key as Glenn McGrath 'sits on fence' in Ashes prediction,https://www.espncricinfo.com/story/james-anderson-the-key-as-glenn-mcgrath-sits-on-fence-in-ashes-prediction-1196004,"Australian great avoids usual whitewash prediction, but remains confident the strength of their seamers gives them an edge",29-Jul-2019
"Virat Kohli on reports of rifts with Rohit Sharma: 'Baffling, ridiculous, disrespectful'",https://www.espncricinfo.com/story/virat-kohli-on-reports-of-rifts-with-rohit-sharma-baffling-ridiculous-disrespectful-1195999,"Coach Ravi Shastri, too, quashed reports of ""divisions"" in the dressing room",29-Jul-2019
No concussion substitute if like-for-like player not available,https://www.espncricinfo.com/story/no-concussion-substitute-if-like-for-like-player-not-available-1195992,The match referee will be empowered to decide whether a concussion replacement is appropriate in the circumstances,29-Jul-2019
FAQs - What happens if World Test Championship final ends in a draw or tie?,https://www.espncricinfo.com/story/faqs-what-happens-if-world-test-championship-final-ends-in-a-draw-or-tie-1195975,We get two winners. Here's everything you need to know about the tournament that will bring new meaning and context to bilateral Test cricket,29-Jul-2019
Alex Carey's Geneva jaunt and AB de Villiers' unlikely replacement,https://www.espncricinfo.com/story/alex-carey-s-geneva-jaunt-and-ab-de-villiers-unlikely-replacement-1195986,"The latest snippets from the Vitality Blast, including Nicholas Pooran at number seven, Paul Nixon's prophetic tweets, and Lewis McManus' freak run-out",29-Jul-2019
Defeat doesn't negate Bangladesh's progress - Mushfiqur,https://www.espncricinfo.com/story/defeat-doesn-t-negate-bangladesh-s-progress-mushfiqur-rahim-1195962,The wicketkeeper-batsman also said that Tamim Iqbal and Mahmudullah struggling for form meant there was greater pressure on the remaining players,29-Jul-2019
Exclusive: Langeveldt focused on improving Bangladesh's consistency,https://www.espncricinfo.com/story/exclusive-charl-langeveldt-focused-on-improving-bangladesh-s-consistency-1195961,The new bowling coach knows there is only one way to be a side that does well abroad and that is to have seamers who know how to hit a line and length,29-Jul-2019
Josh Hazlewood questions Jason Roy's Ashes opening credentials,https://www.espncricinfo.com/story/josh-hazlewood-questions-jason-roy-s-ashes-opening-credentials-1195952,Australian quick cites Aaron Finch's difficulties as an indicator of how challenging it is for limited-overs specialists to successfully open the batting in Tests,29-Jul-2019
Resilient Jhye Richardson raring to go again,https://www.espncricinfo.com/story/resilient-jhye-richardson-raring-to-go-again-1195950,"The fast bowler has paid a hefty price for diving in the field in an ODI against Pakistan in March, missing the World Cup and Ashes, but is now looking ahead",29-Jul-2019
Somerville and Patel among four spinners in New Zealand squad,https://www.espncricinfo.com/story/somerville-and-patel-among-four-spinners-in-new-zealand-squad-1195948,Mitchell Santner and Todd Astle are also part of the squad for the two-Test series as New Zealand return to action after the World Cup drama,29-Jul-2019
Langer reveals personal toll of coaching Australia,https://www.espncricinfo.com/story/langer-reveals-personal-toll-of-coaching-australia-1195946,The Australia coach has opened up on how the pressure got to him earlier this year and recounts an old story regarding James Anderson,28-Jul-2019
Alex Carey caps eventful week with top score for Sussex in win over Somerset,https://www.espncricinfo.com/series/vitality-blast-2019-1167126/somerset-vs-sussex-south-group-1167161/match-report,"Australian's 78 leads side to 13-run win at Taunton as Babar Azam, tom Banton hit fifties in vain",28-Jul-2019
"Ellyse Perry becomes first player to reach 1000 runs, 100 wickets in T20Is",https://www.espncricinfo.com/story/ellyse-perry-becomes-first-player-to-reach-1000-runs-100-wickets-in-t20is-1195942,Unbeaten 47 in Australia's win over England makes allrounder the first player - male or female - to reach the milestone,28-Jul-2019
Khawaja one session away from Ashes fitness,https://www.espncricinfo.com/story/usman-khawaja-one-session-away-from-ashes-fitness-1195941,"Batsman edges closer to selection for the first Test, an unlikely prospect when he hobbled off at the World Cup",28-Jul-2019
"Martin Guptill, Riki Wessels bludgeon Worcestershire to victory over Durham",https://www.espncricinfo.com/series/vitality-blast-2019-1167126/worcestershire-vs-durham-north-group-1167160/match-report,New Durham signing Peter Handscomb puts on 75-run stand with Alex Lees in losing cause,28-Jul-2019
"Meg Lanning, Ellyse Perry steer Australia within touching distance of white-ball Ashes sweep",https://www.espncricinfo.com/series/aus-w-in-england-2019-1168013/england-women-vs-australia-women-2nd-t20i-1168027/match-report,Assured partnership guides tourists to comfortable win in penultimate match of series,28-Jul-2019
Security scare delayed GT20 Canada fixture,https://www.espncricinfo.com/story/security-scare-delayed-gt20-canada-fixture-1195929,ESPNcricinfo has learned players weren't allowed to enter the ground after a suspicious package was found unattended at the venue,28-Jul-2019
Babar Azam to play Championship match for Somerset,https://www.espncricinfo.com/story/babar-azam-to-play-championship-match-for-somerset-1195926,Registration rules mean club runs out of time to replace Azam with fellow Pakistan international Azhar Ali,28-Jul-2019
"'If you are a great talent, you need time' - Shreyas Iyer",https://www.espncricinfo.com/story/if-you-are-a-great-talent-you-need-time-shreyas-iyer-1195924,"The 24-year old batsman says it was 'difficult' to miss out on World Cup selection, but is confident he 'will play for sure in the future'",28-Jul-2019
"Avishka Fernando, Angelo Mathews star as Sri Lanka wrap up series win",https://www.espncricinfo.com/series/bangladesh-in-sri-lanka-2019-1193502/sri-lanka-vs-bangladesh-2nd-odi-1193505/match-report,"Mushfiqur Rahim kept the game competitive, scoring an unbeaten 98 to rescue Bangladesh after they had slipped to 117 for 6",28-Jul-2019
Siddle thought Test career was over in 2015,https://www.espncricinfo.com/story/peter-siddle-thought-test-career-was-over-in-2015-1195913,Australia quick had been dropped in helpful conditions at Trent Bridge but believes Australia are more evolved in their strategy of how to play in English climes,28-Jul-2019
Hamilton Masakadza hints at dressing-room rift in letter to sports minister,https://www.espncricinfo.com/story/hamilton-masakadza-hints-at-dressing-room-rift-in-letter-to-sports-minister-1195896,Masakadza follows women's captain Mary-Anne Musonda in writing to Kirsty Coventry about the human costs of Zimbabwe's suspension,27-Jul-2019
"Arron Lilley, Mark Cosgrove lead Leicestershire to win over Nottinghamshire",https://www.espncricinfo.com/series/vitality-blast-2019-1167126/nottinghamshire-vs-leicestershire-north-group-1167159/match-report,Foxes prevail by 21 runs after rain reduces match to 11 overs each,27-Jul-2019
"Winning back vice-captaincy was logical next step for Ben Stokes, Ashley Giles says",https://www.espncricinfo.com/story/winning-back-vice-captaincy-was-logical-next-step-for-ben-stokes-ashley-giles-says-1195892,Managing director of England men's cricket believes added responsibility will help all-rounder's rise,27-Jul-2019
"Wriddhiman Saha's fifty, Shahbaz Nadeem's ten-for headline India A's win",https://www.espncricinfo.com/series/india-a-in-west-indies-2019-1190794/west-indies-a-vs-india-a-1st-unofficial-test-1190804/match-report-4,"The left-arm spinner's fifth such haul skittled West Indies A in both innings, while Saha made his case for Test selection in his first-class comeback",27-Jul-2019
Bangladesh rope in Charl Langeveldt and Daniel Vettori as bowling coaches,https://www.espncricinfo.com/story/bangladesh-rope-in-charl-langeveldt-and-daniel-vettori-as-bowling-coaches-1195890,The BCB has also decided to extend the terms of white-ball batting consultant Neil McKenzie and selectors Minhajul Abedin and Habibul Bashar,27-Jul-2019
Onus on seamers as Sri Lanka eye first home series win in 44 months,https://www.espncricinfo.com/series/bangladesh-in-sri-lanka-2019-1193502/sri-lanka-vs-bangladesh-2nd-odi-1193505/match-preview,"Meanwhile, Bangladesh are in danger of losing a fourth consecutive ODI",27-Jul-2019
'Right process followed' - ICC defends Dharmasena's overthrows call,https://www.espncricinfo.com/story/right-process-followed-icc-defends-kumar-dharmasena-s-overthrows-call-1195883,"According to Geoff Allardice, the ICC's general manager of cricket, the playing conditions did not allow the third umpire or match referee to intervene",27-Jul-2019
Jofra Archer earns Ashes call-up after star turn at World Cup,https://www.espncricinfo.com/story/jofra-archer-earns-ashes-call-up-after-star-turn-at-world-cup-1195882,England name 14-man squad to face Australia in the Ashes,27-Jul-2019
'I wasn't as true to myself as I could have been' - Bancroft battles back,https://www.espncricinfo.com/story/i-wasn-t-as-true-to-myself-as-i-could-have-been-bancroft-battles-back-1195881,"In the many recriminations and deliberations that followed the Newlands scandal, there was little doubt that Bancroft had the hardest road back to regaining a place in the Australian team",27-Jul-2019
Archer battled 'excruciating' pain during World Cup,https://www.espncricinfo.com/story/archer-battled-excruciating-pain-during-world-cup-1195877,Archer sustained the injury midway through the tournament and needed constant painkillers to make it through the rest of the competition,27-Jul-2019
'I hit the ball as well as I have for a long time' - Lanning,https://www.espncricinfo.com/story/i-hit-the-ball-as-well-as-i-have-for-a-long-time-lanning-1195874,The Australia captain wants her team to continue to strive for perfection in what has become a dominant Ashes campaign,27-Jul-2019
Time is now for first-choice Pattinson,https://www.espncricinfo.com/story/time-is-now-for-first-choice-pattinson-1195873,The quick bowler has matured through a series of injury setbacks and is primed to make a telling impact on the Ashes,27-Jul-2019
Meg Lanning's record knock grinds England into the dirt,https://www.espncricinfo.com/series/aus-w-in-england-2019-1168013/england-women-vs-australia-women-1st-t20i-1168026/match-report,Lanning hits unbeaten 133 as Australia inflict England's heaviest T20I defeat to win Ashes outright on points,26-Jul-2019
Jofra Archer involved in another tie as he gears up for Ashes call,https://www.espncricinfo.com/series/vitality-blast-2019-1167126/sussex-vs-surrey-south-group-1167156/match-report,Imran Tahir six in the final over helps Surrey scramble to level the scores off the last ball,26-Jul-2019
Harry Gurney five-for seals comfortable Notts victory,https://www.espncricinfo.com/series/vitality-blast-2019-1167126/derbyshire-vs-nottinghamshire-north-group-1167155/match-report,Fifties for Alex Hales and Ben Duckett set up Nottinghamshire before left-armer claims T20-best figures,26-Jul-2019
Rob Keogh's maiden T20 fifty helps Northants break winless run,https://www.espncricinfo.com/series/vitality-blast-2019-1167126/northamptonshire-vs-birmingham-bears-north-group-1167150/match-report,Northants post 155 for 6 before visiting Bears slide to defeat in rain-affected chase,26-Jul-2019
Heino Kuhn inspires Kent as Essex fall short in chase,https://www.espncricinfo.com/series/vitality-blast-2019-1167126/kent-vs-essex-south-group-1167154/match-report,Ryan ten Doeschate top-scores with 58 not out but Essex skipper lacks support in 22-run defeat,26-Jul-2019
Liam Dawson trumps Babar Azam as Hampshire come away with points,https://www.espncricinfo.com/series/vitality-blast-2019-1167126/somerset-vs-hampshire-south-group-1167151/match-report,Hampshire recover from parlous position in run chase to seal four-wicket win in the final over,26-Jul-2019
"Toby Roland-Jones hat-trick, Stevie Eskinazi keep Glamorgan winless",https://www.espncricinfo.com/series/vitality-blast-2019-1167126/glamorgan-vs-middlesex-south-group-1167157/match-report,Glamorgan bowled out for sub-par 136 before Eskinazi and Malan guide comfortable chase,26-Jul-2019
Liam Livingstone stars with bat and ball as Lancashire win again,https://www.espncricinfo.com/series/vitality-blast-2019-1167126/lancashire-vs-worcestershire-north-group-1167153/match-report,Lancashire allrounder takes 3 for 21 and then adds quick runs as Lancashire claim comfortable DLS victory,26-Jul-2019
"Scott Steel, D'Arcy Short condemn Leicestershire to nine-wicket defeat",https://www.espncricinfo.com/series/vitality-blast-2019-1167126/leicestershire-vs-durham-north-group-1167152/match-report,"Openers do the damage after Durham limit hosts to 158 all out, with Matty Potts claiming a hat-trick",26-Jul-2019
I want our young bowlers to be match-winners - Malinga,https://www.espncricinfo.com/story/i-want-our-young-bowlers-to-be-match-winners-malinga-1195846,"""My captains expect me to take wickets. I tried my best all through my career. I hope all the young bowlers do this as well.""",26-Jul-2019
Imad Wasim joins Nottinghamshire for Vitality Blast stint,https://www.espncricinfo.com/story/imad-wasim-joins-nottinghamshire-for-vitality-blast-stint-1195552,Spin-bowling allrounder becomes fifth Pakistan international to sign up for tournament,26-Jul-2019
Proof that Lasith Malinga's still got it,https://www.espncricinfo.com/story/proof-that-lasith-malinga-s-still-got-it-1195830,Lasith Malinga was as good as he ever was playing the final ODI of a 15-year career,26-Jul-2019
Post-viral fatigue hurt Joe Burns' chances - Trevor Hohns,https://www.espncricinfo.com/story/post-viral-fatigue-hurt-joe-burns-chances-trevor-hohns-1195829,"Hohns conceded that the fatigue, which forced Burns home after just one match in county cricket, played heavily against him",26-Jul-2019
Joe Root critical of 'substandard' Lord's pitch after avoiding embarrassment against Ireland,https://www.espncricinfo.com/story/joe-root-critical-of-substandard-lord-s-pitch-after-avoiding-embarrassment-against-ireland-1195827,"England captain suggests ""extreme conditions"" were too heavily weighted in favour of seam-bowling",26-Jul-2019
Du Plessis signed on by Belfast Titans as supplementary player,https://www.espncricinfo.com/story/faf-du-plessis-signed-on-by-belfast-titans-as-supplementary-player-1195817,"Du Plessis will join a team that includes Shahid Afridi and JP Duminy, but his availability for the duration of the tournament is not certain",26-Jul-2019
Trevor Bayliss questions England 'ruthlessness' against lesser opponents,https://www.espncricinfo.com/story/trevor-bayliss-questions-england-ruthlessness-against-lesser-opponents-1195825,Coach insists that getting up for the Ashes won't be a problem despite lackadaisical performance at Lord's,26-Jul-2019
"West Indies pick Chris Gayle for ODIs against India, leave out Darren Bravo",https://www.espncricinfo.com/story/west-indies-pick-chris-gayle-for-odis-against-india-leave-out-darren-bravo-1195806,"John Campbell, Roston Chase and Keemo Paul have been recalled for the three-match series",26-Jul-2019
Sarah Taylor withdraws from England's T20 Ashes squad,https://www.espncricinfo.com/story/sarah-taylor-withdraws-from-england-s-t20-ashes-squad-1195805,Fran Wilson comes into the squad with series already out of reach,26-Jul-2019
How Wade became too good for Australia to ignore,https://www.espncricinfo.com/story/how-wade-became-too-good-for-australia-to-ignore-1193690,Matthew Wade has churned out the runs at state and Australia A level and has been rewarded with a place in the Ashes squad,26-Jul-2019
"Bancroft, Wade and Mitchell Marsh earn Ashes call-ups",https://www.espncricinfo.com/story/bancroft-wade-and-mitchell-marsh-earn-ashes-call-ups-1195785,Marnus Labuschagne has also been included but Kurtis Patterson and Joe Burns miss out while there is no second frontline spinner,26-Jul-2019
Chris Woakes and Stuart Broad wreck Ireland dream in a session,https://www.espncricinfo.com/series/ireland-tour-of-england-2019-1152835/england-vs-ireland-only-test-1152839/match-report-3,England have completed one of the great comeback victories in Test history after bowling out Ireland for 38,26-Jul-2019
Mohammad Amir announces retirement from Test cricket,https://www.espncricinfo.com/story/mohammad-amir-announces-retirement-from-test-cricket-1195777,The fast bowler has stated that he wants to focus on white-ball cricket,26-Jul-2019
Mohammad Hafeez replaces Rassie van der Dussen in St Kitts and Nevis Patriots squad,https://www.espncricinfo.com/story/mohammad-hafeez-replaces-rassie-van-der-dussen-in-st-kitts-and-nevis-patriots-squad-1195774,"The Pakistan allrounder is set for second stint with the CPL franchise, for whom he previously played in 2017",26-Jul-2019
"Lasith Malinga masterclass, Kusal Perera ton seal Sri Lanka win",https://www.espncricinfo.com/series/bangladesh-in-sri-lanka-2019-1193502/sri-lanka-vs-bangladesh-1st-odi-1193504/match-report,The fast bowler picked up 3 for 38 in final ODI after Kusal Perera's 111 off 99 balls took them to a strong total,26-Jul-2019
'I had been practising for the role' - Rishabh Pant on batting at No.4,https://www.espncricinfo.com/story/i-had-been-practising-for-the-role-rishabh-pant-on-batting-at-no-4-1195764,"The wicketkeeper-batsman said he was not going to let the weight of being MS Dhoni's successor be a burden, and would continue to be himself",26-Jul-2019
Dane Vilas and Saqib Mahmood confirm Lancashire's Roses hegemony,https://www.espncricinfo.com/series/vitality-blast-2019-1167126/yorkshire-vs-lancashire-north-group-1167147/match-report,Trans-Pennine bragging rights retained by the Red Rose after a tight but comprehensive win at Headingley,25-Jul-2019
Tom Curran hat-trick sends Glamorgan tumbling to 44 all out,https://www.espncricinfo.com/series/vitality-blast-2019-1167126/surrey-vs-glamorgan-south-group-1167149/match-report,"Glamorgan made their lowest T20 score as Tom Curran, Imran Tahir and Gareth Batty ran through them",25-Jul-2019
Jack Leach's batting heroics take Ireland - and his own father - by surprise,https://www.espncricinfo.com/story/jack-leach-s-batting-heroics-take-ireland-and-his-own-father-by-surprise-1195751,"Spinner's father had left his Lord's ticket unused, fearing the effects of the British heatwave",25-Jul-2019
Mitchell Starc on edge as Australia prepare to name Ashes squad,https://www.espncricinfo.com/story/mitchell-starc-on-edge-as-australia-prepare-to-name-ashes-squad-1195748,"Seamer could miss Edgbaston Test, with Cameron Bancroft's 93* on ""dangerous pitch"" likely to secure him his spot in 17",25-Jul-2019
"Middlesex, missing AB de Villiers, edged out by Gloucestershire",https://www.espncricinfo.com/series/vitality-blast-2019-1167126/gloucestershire-vs-middlesex-south-group-1167148/match-report,Middlesex fall to first defeat of the Blast season in de Villiers' absence as Gloucestershire sneak home,25-Jul-2019
Blast ticket sales soar amid post-World Cup buzz,https://www.espncricinfo.com/story/blast-ticket-sales-soar-amid-post-world-cup-buzz-1195728,"Group games have sold out at several grounds, as counties report record figures",25-Jul-2019
Byju's to be India's sponsor from September 2019,https://www.espncricinfo.com/story/byju-s-to-be-india-s-sponsor-from-september-2019-1195723,The learning app takes over from mobile phones manufacturer Oppo and their contract will run through to March 2022,25-Jul-2019
Cameron Bancroft beats a path to selectors' door with determined 93*,https://www.espncricinfo.com/series/haddin-xii-in-england-2019-1195366/graeme-hick-xii-vs-brad-haddin-xii-tour-match-1169648/match-report-3,Defining innings of low scoring scrap gives opener good chance of being named in Ashes squad,25-Jul-2019
Josh Poysden suffers fractured skull during nets incident,https://www.espncricinfo.com/story/josh-poysden-suffers-fractured-skull-during-nets-incident-1195721,Legspinner hospitalised after being struck on the side of the head by shot from team-mate,25-Jul-2019
Ireland battle back after Jack Leach falls short of nightwatchman hundred,https://www.espncricinfo.com/series/ireland-tour-of-england-2019-1152835/england-vs-ireland-only-test-1152839/match-report-2,England nine down with a lead of 181 despite nightwatchman Jack Leach playing the unlikely role of batting hero,25-Jul-2019
'I was telling myself not to think about it' - Jack Leach on making 92 as a nightwatchman,https://www.espncricinfo.com/story/i-was-telling-myself-not-to-think-about-it-jack-leach-on-making-92-as-a-nightwatchman-1195691,England's unlikely hero at Lord's has long aspired to contributing more with the bat,25-Jul-2019
Dhoni to spend two weeks working for the Indian Army,https://www.espncricinfo.com/story/ms-dhoni-to-spend-two-weeks-working-for-the-indian-army-1195690,The former India captain will join the 106 Territorial Army Battalion (Para) and stay with them from July 31 to August 15,25-Jul-2019
Can Sri Lanka give Lasith Malinga a winning send-off?,https://www.espncricinfo.com/series/bangladesh-in-sri-lanka-2019-1193502/sri-lanka-vs-bangladesh-1st-odi-1193504/match-preview,"Bangladesh come into the series as the more settled side despite missing a few big names, but they've never won an ODI at the Premadasa Stadium",25-Jul-2019
Lahore biomechanics lab awarded ICC accreditation,https://www.espncricinfo.com/story/lahore-biomechanics-lab-awarded-icc-accreditation-1195564,Lahore University of Management Sciences struck a partnership with the PCB in 2016 which now sees the fifth ICC-accredited biomechanics facility in the world set up in Lahore,25-Jul-2019
Pattinson bullet train set to break up big three,https://www.espncricinfo.com/story/pattinson-bullet-train-set-to-break-up-big-three-1195640,One of Mitchell Starc or Josh Hazlewood could have to make way with their fellow quick looking in irresistible form,25-Jul-2019
Takeaways from the new-look Big Bash season,https://www.espncricinfo.com/story/takeaways-from-the-new-look-big-bash-season-1195635,Here are some key points after the announcement of the fixtures for a tournament that needed a shot in the arm after an underwhelming 2018-19 edition,25-Jul-2019
"Five teams in BBL finals, second chance for top two",https://www.espncricinfo.com/story/five-teams-in-bbl-finals-second-chance-for-top-two-1195571,Pressure from broadcasters to reduce the number of dead games in the home-and-away season has led to an expanded finals,25-Jul-2019
Reece Topley comes to party as Sussex hold off Hampshire,https://www.espncricinfo.com/series/vitality-blast-2019-1167126/sussex-vs-hampshire-south-group-1167145/match-report,Seamer puts injury struggles behind with four-wicket haul as Hampshire fall short in run chase,24-Jul-2019
Sam Hain gives Bears the edge as Derbyshire falter,https://www.espncricinfo.com/series/vitality-blast-2019-1167126/birmingham-bears-vs-derbyshire-north-group-1167142/match-report,"Birmingham Bears made it back-to-back wins in the Vitality Blast as they beat Derbyshire Falcons by 49 runs in front of 7,500 at Edgbaston",24-Jul-2019
"Joe Clarke, Dan Christian shine as Notts continue winning run against Northants",https://www.espncricinfo.com/series/vitality-blast-2019-1167126/nottinghamshire-vs-northamptonshire-north-group-1167146/match-report,Opener finds form after Northamptonshire struggle to put up challenging total,24-Jul-2019
'Walking off at lunchtime was as good a feeling in my career' - Tim Murtagh on dizzying Lord's homecoming,https://www.espncricinfo.com/story/walking-off-at-lunchtime-was-as-good-a-feeling-in-my-career-tim-murtagh-on-dizzying-lord-s-homec-1195567,"A day to remember for Ireland's senior seamer, who never envisaged a Test career despite spending more than a decade at Lord's",24-Jul-2019
Collapse could be just the 'jolt' to focus England minds ahead of the Ashes - Thorpe,https://www.espncricinfo.com/story/collapse-could-be-just-the-jolt-to-focus-england-minds-ahead-of-the-ashes-thorpe-1195566,Batting coach admits World Cup has taken physical and mental toll on players but makes no excuses,24-Jul-2019
Ryan Higgins ignites Gloucestershire as Cheltenham rocks to the Festival spirit,https://www.espncricinfo.com/series/county-div-2-2019-1166901/gloucestershire-vs-worcestershire-1167018/match-report-4,Thrilling 13-run victory breaks Worcestershire's hearts as County Championship showcases its true glories,24-Jul-2019
